unix_seconds;temperature
1666420212.678976;4.745977028264193
1666422045.0789762;5.0211175777578925
1666422581.478976;4.872361821436028
1666421411.478976;5.0166057819891225
1666423589.478976;5.750902212207988
1666424233.878976;5.586821098893958
1666423819.878976;5.982384028112323
1666420921.878976;5.8938388592951405
1666421674.278976;5.7822163227946515
1666422405.0789762;6.351440831289399
1666422401.478976;5.852720483009189
1666423845.0789762;6.281129265967497
1666421724.678976;6.750772642239219
1666421029.878976;6.678516519184958
1666420659.078976;6.540396280884218
1666422642.678976;6.458509767371115
1666421839.878976;6.486931998866508
1666421339.478976;6.510800016082729
1666420428.678976;6.658395537872368
1666423233.0789762;6.442800434166182
1666421479.878976;6.599000727212922
1666422469.878976;7.008173084598757
1666422336.678976;7.045050481181215
1666421145.078976;6.773460093065384
1666424424.678976;7.248485336601021
1666424637.0789762;6.9913785152870505
1666420443.078976;7.36374062254896
1666420633.8789759;6.899795741162951
1666422120.678976;6.882639436971477
1666422829.878976;7.161506266824455
1666423107.0789762;7.18075765986483
1666421785.878976;7.141991779791431
1666423747.878976;7.273194196841524
1666424629.878976;6.996534496093968
1666422315.0789762;6.823407172271024
1666424082.678976;7.032698392127683
1666424835.0789762;6.447109243096388
1666424269.878976;6.925370511226583
1666420767.078976;6.301074834728267
1666420720.278976;6.2190679985824655
1666421105.478976;6.1457626852496965
1666420885.8789759;6.274555240329625
1666422545.478976;6.690663633469606
1666421742.678976;5.908725478863727
1666423337.478976;6.472733542059239
1666422621.0789762;6.008474858582454
1666421494.278976;5.643438298863485
1666421641.878976;5.938460669572112
1666422783.0789762;5.8309132803753885
1666422196.278976;5.598957053778012
1666421609.478976;5.747048029654475
1666422383.478976;5.573688689660101
1666421904.678976;5.472231317779804
1666423045.878976;5.016020028745896
1666421962.278976;4.640831215083368
1666424485.878976;5.357640085112069
1666423186.278976;4.4048654439225245
1666425083.4789762;4.768578948403527
1666422228.678976;4.618568716381772
1666421382.678976;4.847235353812873
1666422610.278976;4.965087038824274
1666424896.2789762;4.710648514295541
1666421155.8789759;4.194137581688902
1666424716.2789762;4.340763925741024
1666421386.278976;3.699477615937187
1666422484.278976;3.914960458729086
1666424640.678976;3.917736364599328
1666423017.0789762;3.916239167643042
1666421544.678976;3.1510046109576435
1666425256.2789762;3.6821189693065315
1666422142.278976;3.4294816175364127
1666421166.678976;3.131546914890758
1666423387.878976;3.255144919287469
1666425414.678976;3.491798068313342
1666425432.678976;2.9762834175823567
1666422837.078976;3.086054425189544
1666423481.478976;3.3523616461455843
1666423780.278976;2.932195631273593
1666423020.678976;3.47260893672568
1666424161.878976;2.9700270719834028
1666425087.0789762;2.9591038879348113
1666422534.678976;2.8520472807051394
1666424561.478976;2.692993933991808
1666422397.878976;3.382857927837156
1666421897.478976;3.3810668228429606
1666421461.8789759;3.0074205840533237
1666425195.0789762;3.4165532245225863
1666421605.8789759;3.219099039065861
1666424539.878976;3.1282598063379865
1666421728.278976;3.3636025898796618
1666421983.8789759;3.002016997830393
1666421656.278976;3.43938562192329
1666422646.278976;3.4012107253103765
1666424413.878976;3.4866464863545192
1666422984.678976;3.1103232578479503
1666422765.078976;3.18031123741987
1666423582.278976;3.7943747688838165
1666425479.4789762;4.010316696950158
1666424611.878976;3.872682053616272
1666425601.878976;4.144283298582373
1666423416.678976;4.041606618794429
1666421814.678976;3.7187430879859384
1666424813.478976;4.284434571115917
1666424853.0789762;4.414901095244271
1666425195.0789762;4.720910774388321
1666426077.0789762;4.730114990447537
1666422250.278976;4.531676861541712
1666425573.0789762;4.833207683926337
1666423625.478976;4.696335693306832
1666424939.478976;4.545834329797288
1666426102.2789762;5.346702374519474
1666423938.678976;5.535652407057651
1666425360.678976;5.027864320809613
1666426242.678976;5.10877622118192
1666423625.478976;5.446791271109707
1666422844.278976;5.561047188661195
1666426102.2789762;5.876144878172937
1666422772.278976;5.981481895805837
1666422358.278976;5.727421828273094
1666425270.678976;6.385953594767877
1666422523.8789759;6.255595811903764
1666423665.078976;6.646164954213292
1666422235.8789759;6.304587345442348
1666422124.278976;5.975094925684403
1666426311.0789762;6.231986575467111
1666426264.2789762;6.699982515420226
1666422459.078976;6.545158776121075
1666424788.278976;7.005063806536373
1666424374.278976;7.029653608255734
1666423290.678976;6.89484094180084
1666422379.8789759;7.134278632333852
1666424212.278976;6.747587599559165
1666426368.678976;7.180002957062864
1666426019.478976;7.146803503681039
1666423510.278976;7.265894875763682
1666423701.078976;6.923536054250298
1666425943.878976;6.710369233625024
1666423909.878976;6.816636146942916
1666425655.878976;6.831744237406216
1666422649.8789759;6.8552898534593725
1666423294.278976;6.731158012331156
1666424932.278976;6.824741698679976
1666424755.878976;6.975204494391624
1666422635.478976;6.723039356268522
1666425893.478976;6.4648176145441
1666425328.2789762;6.749909533317375
1666425605.478976;6.957624138819305
1666424089.878976;6.204259391477811
1666424431.878976;6.507731294516363
1666425011.478976;6.622877664826714
1666424057.478976;6.020145805778779
1666426213.8789763;6.128854904944328
1666426707.0789764;6.301371801523104
1666423593.0789762;6.5383157256738125
1666423308.6789763;5.599584432419927
1666425249.0789764;5.980807359446189
1666426606.2789764;5.7645256786889405
1666425522.6789763;5.638858100962089
1666425605.4789762;5.386687529552689
1666425709.8789763;5.523804035207282
1666423135.878976;5.614757779180233
1666424773.8789763;5.618427150331157
1666422847.878976;5.137930725178187
1666423384.2789762;4.999301298791015
1666425454.2789762;4.708579411656909
1666425580.2789764;4.802929861506938
1666426440.6789763;4.735875704487976
1666424169.0789762;4.944634690620922
1666425223.8789763;4.4110190460783105
1666422995.4789762;4.471376692489917
1666426620.6789763;3.9742264757316335
1666425083.4789762;3.917747021030609
1666423481.4789762;3.7415948311612333
1666424514.6789763;3.9615819374001915
1666424705.4789762;3.8484972849139716
1666426105.8789763;4.118157016774577
1666424287.8789763;3.8298914104885444
1666425537.0789764;3.732642043206667
1666424777.4789762;3.6803451474002227
1666427149.8789763;3.1815997338775803
1666425720.6789763;3.10475118574707
1666424399.4789762;3.5653138113026497
1666423855.8789763;3.381624500506708
1666425234.6789763;3.422472762758756
1666426937.4789762;3.472657085378505
1666425810.6789763;3.017436493771101
1666425720.6789763;2.9860331396238884
1666425047.4789762;3.3048803874443937
1666423963.8789763;2.979106479707034
1666425904.2789762;2.775058678177766
1666423438.2789762;2.781524351220491
1666426717.8789763;3.2060388437834457
1666425915.0789764;3.2887979587337046
1666426667.4789762;2.814644227351519
1666426642.2789764;2.9156764019688315
1666424262.6789763;3.0734587793904002
1666424950.2789762;2.7167820775879914
1666425486.6789763;3.0402479463104126
1666426843.8789763;3.3838647184282626
1666427250.6789763;2.944564599309013
1666427463.0789764;3.252004544286695
1666424910.6789763;3.345198820411912
1666427693.4789765;3.65870599006202
1666427171.4789762;3.3737697615286106
1666423927.878976;3.166977597570488
1666425652.2789762;3.689864657354519
1666427182.2789764;4.256743150943498
1666426055.4789762;3.5127595188188168
1666424691.0789762;3.837533092854796
1666423737.0789762;3.9052991072532084
1666427319.0789764;3.83596699203753
1666424205.0789762;4.6246800784428475
1666425929.4789762;4.554740432538523
1666426314.6789763;3.9904888899309663
1666424259.0789762;4.409243087386912
1666426933.8789763;4.961939655687436
1666427232.6789763;4.828718547441677
1666427898.6789763;4.490273208776692
1666424698.2789762;5.0290565522338735
1666427545.8789763;5.025496933630095
1666425771.0789764;4.709396023752001
1666426631.4789762;5.720581271273314
1666423992.6789763;5.845835077877887
1666428049.8789763;5.660821037968958
1666427009.4789762;5.132819016172439
1666426789.8789763;5.9443431247165455
1666427693.4789762;5.894919647341793
1666426091.4789762;5.7752664610513005
1666426627.8789763;6.094205810429792
1666426365.0789764;6.001233963094698
1666427225.4789762;6.405043412649408
1666427049.0789764;6.261217014766033
1666427715.0789764;6.260819974307103
1666427214.6789763;6.231665712844374
1666427081.4789762;6.139166317896815
1666426732.2789762;6.8339269918509915
1666427635.8789763;6.782172999502067
1666425580.2789762;6.9985162838356585
1666426527.0789764;6.569961712099455
1666425853.8789763;6.73422702478724
1666425051.0789762;6.874866675042149
1666427941.8789763;6.75907559587034
1666426923.0789764;7.2118090674010435
1666428042.6789763;6.604934761520648
1666426116.6789763;7.2999771917385905
1666427149.8789763;7.003216044473735
1666425699.0789762;6.89331467439964
1666425673.8789763;7.263683163259079
1666427679.0789764;6.9666501278916995
1666426422.6789763;7.308933864817755
1666428643.8789763;7.168750649457401
1666428208.2789764;7.066559607793315
1666425072.6789763;6.774237972847171
1666427272.2789764;7.124149643277157
1666425000.6789763;6.526085164592807
1666428280.2789764;6.980036954229113
1666427347.8789763;6.560459670137762
1666427970.6789763;6.511833015724199
1666425245.4789762;6.643530018321704
1666427963.4789762;6.534941467227821
1666428132.6789763;6.665263374338193
1666428561.0789764;6.1032216077105845
1666424647.878976;6.040784479602046
1666426458.6789763;5.648436194339215
1666426606.2789762;6.4219558753622366
1666428611.4789765;6.2925243836626334
1666426080.6789763;5.527942296423073
1666425342.6789763;5.319424658634101
1666427650.2789764;5.651406327319318
1666425011.4789762;5.503967268311488
1666427599.8789763;5.35396818653166
1666426257.0789762;4.962967029916088
1666425087.0789762;5.279711153964663
1666425299.4789762;4.648728677019265
1666429032.6789763;4.726951136224025
1666424925.0789762;5.058223415757783
1666426433.4789762;4.695494643273176
1666427509.8789763;4.963370020382894
1666425389.4789762;4.837478024707325
1666426746.6789763;4.379490668562566
1666427131.8789763;3.709567271524356
1666425357.0789762;3.8210929966501817
1666427189.4789762;3.797236619445105
1666425911.4789762;3.7621510159253564
1666427679.0789764;3.6454970234543644
1666427308.2789762;3.783493077909494
1666428838.2789764;3.4870774985681594
1666428597.0789764;3.1072790855382943
1666427254.2789762;3.4037919469162747
1666425241.878976;3.1914694293385493
1666428024.6789763;3.5977507521666827
1666425904.2789762;3.349746922583347
1666426591.8789763;2.937501705152763
1666426545.0789762;3.326211144759754
1666426001.4789762;3.5159948998939323
1666425565.878976;2.8251792682351082
1666425540.6789763;3.4029611284281693
1666429295.4789765;2.759701713886896
1666428687.0789764;2.9294584310024137
1666425551.4789762;3.1682586283835334
1666426649.4789762;3.004458031742731
1666426149.0789762;2.870871829232066
1666427614.2789762;3.1549633006235065
1666427956.2789762;3.2403449410738627
1666428211.8789763;2.689983613944461
1666427257.8789763;2.8194882138685315
1666428723.0789764;2.950916878699819
1666427920.2789762;3.1619384333761094
1666428543.0789764;3.0654666454430166
1666426185.0789762;3.4476365886212905
1666426116.6789763;3.0484836641026174
1666426933.8789763;3.3383910074712184
1666428442.2789764;3.2957866584235425
1666428611.4789762;3.5486491990870337
1666429428.6789763;3.4187994432685938
1666429230.6789763;4.099305877336971
1666428427.8789763;4.041832140760472
1666429677.0789764;3.731785332531087
1666429803.0789764;4.00950771833774
1666429518.6789763;4.3169747071557705
1666428694.2789764;4.433503836040174
1666428258.6789763;4.63343090859931
1666427067.0789762;4.473067889210922
1666427365.8789763;4.407011750623207
1666426887.0789762;4.619345342595326
1666429691.4789765;5.270291711540385
1666428478.2789764;4.637392472708594
1666427675.4789762;5.006618036316803
1666427823.0789764;4.89778108263846
1666425897.0789762;5.34896542977239
1666425828.6789763;5.349729906304437
1666428935.4789762;5.693837234174812
1666426383.0789762;5.79154625829613
1666429943.4789765;6.105650532873391
1666426483.8789763;5.8593469595898515
1666429007.4789762;5.543807358538019
1666429975.8789763;6.251010645572732
1666427185.8789763;6.347582828250521
1666430227.8789763;6.40851281961835
1666427740.2789762;6.253059535085413
1666426786.2789762;6.296841041847789
1666428705.0789764;6.331347834552958
1666426779.0789762;6.433407684182085
1666427769.0789764;6.593565171210311
1666429428.6789763;6.687610483250406
1666426660.2789762;6.4094571251296255
1666429097.4789762;6.745168715141029
1666430109.0789764;6.648112913750102
1666430407.8789763;6.632851507895079
1666429929.0789764;6.56832684525266
1666430335.8789763;7.118812513385893
1666430397.0789764;6.866075462144601
1666429486.2789764;6.889648585468661
1666428705.0789764;6.6116353467925135
1666429932.6789763;7.0349027060708265
1666427185.8789763;7.201733812123913
1666427722.2789762;6.599999949736196
1666427718.6789763;6.769257835094621
1666426915.8789763;6.769464381708283
1666430109.0789764;7.1656581952833
1666427945.4789762;7.096520490220095
1666427445.0789762;7.071252553457101
1666428780.6789763;6.956961715982331
1666426746.6789763;6.774014278716829
1666427239.8789763;6.865962220180206
1666427430.6789763;6.868147041613383
1666427686.2789762;6.940625476555847
1666427164.2789762;6.613799388244678
1666429752.6789763;6.44375269084536
1666427049.0789762;6.7032280972457725
1666427239.8789763;6.089769745047438
1666430411.4789765;6.460897669553988
1666428679.8789763;5.726110488195783
1666428935.4789762;5.9385235322212475
1666427095.878976;5.918449591922607
1666427481.0789762;6.120798289138201
1666428579.0789764;6.1820649784196355
1666427193.0789762;5.210727406533553
1666426930.2789762;5.2011463652286745
1666427790.6789763;4.957127313190166
1666428175.8789763;5.296625221401642
1666430721.0789764;4.938245448300516
1666428341.4789762;5.404939137837753
1666431081.0789764;4.358967248694773
1666428809.4789762;4.626476663497169
1666429432.2789762;5.153990917081934
1666427527.8789763;4.899276054095419
1666426941.0789762;4.526368810204885
1666427844.6789763;4.4112803702143175
1666427970.6789763;4.273980952280953
1666427513.4789762;4.492071914895169
1666430987.4789765;3.6697365225547824
1666430940.6789763;3.9613703935743683
1666427869.8789763;4.082608140265544
1666427974.2789762;3.8737985749610937
1666428791.4789762;3.4923921064801657
1666427772.6789763;3.749372313514217
1666428611.4789762;3.6568330555828497
1666428024.6789763;3.239365795117685
1666428733.8789763;2.9885633337053212
1666427131.878976;3.302126204370338
1666429288.2789762;3.2049642358738804
1666428355.8789763;3.0735338795912854
1666430706.6789763;3.539188295675213
1666431307.8789763;3.2006362885245334
1666429705.8789763;2.6711134230071276
1666429551.0789764;2.815860935096236
1666428705.0789762;3.3874622923851616
1666429219.8789763;3.3629796566138617
1666430469.0789764;2.9466789147012253
1666428694.2789762;2.7480541675531835
1666431541.8789763;2.797919264247496
1666429615.8789763;2.6220112382684424
1666427970.6789763;3.0272951680476226
1666429349.4789762;3.5061462088496724
1666429043.4789762;3.4788489071663466
1666428024.6789763;3.3223329158351467
1666429209.0789764;3.221417073043269
1666429443.0789764;3.004037207846995
1666428856.2789762;3.7043492377895184
1666429608.6789763;3.470299971077504
1666431354.6789763;3.685398995442741
1666429147.8789763;3.7594324034091313
1666430137.8789763;3.58417440681537
1666428298.2789762;3.596233232508063
1666430476.2789764;4.14281440303962
1666429479.0789764;4.232899902918919
1666430749.8789763;4.155439026777387
1666427873.4789762;4.034790229223274
1666430526.6789763;4.209588676152984
1666430803.8789763;4.702057684468668
1666430908.2789764;4.221053806822236
1666429479.0789764;4.011732206423343
1666431441.0789764;5.0271832591456125
1666431955.8789763;5.056223927390647
1666429036.2789762;5.007151640017948
1666428579.0789762;4.958415652547924
1666431621.0789764;4.695325721932667
1666428571.8789763;4.938853103355871
1666431981.0789764;5.246504923710396
1666430119.8789763;5.067554910384436
1666430634.6789763;5.467301517435549
1666429637.4789762;5.580677924108771
1666428575.4789762;5.4069468902971325
1666431207.0789764;5.646824490092248
1666430598.6789763;5.943078863484212
1666429947.0789764;5.7043366042663495
1666432125.0789764;6.165290524896465
1666429918.2789762;6.095928630318189
1666431945.0789764;5.975229291458345
1666430753.4789765;6.046639503862606
1666429972.2789764;6.086550348238578
1666429363.8789766;6.665515456597857
1666431585.0789766;6.441315275515169
1666429918.2789764;6.695773820405829
1666430281.8789766;6.910656238430651
