unix_seconds;pressure
1666496927.0628693;1.7066666666666666
1666496981.1527693;1.5883333315972226
1666497035.204744;1.6499999861111285
1666497089.1340442;1.7416666197917985
1666497143.2132192;1.713333222222778
1666497197.214194;1.5949997829878066
1666497251.204744;1.6566662916708852
1666497305.1044443;1.6183327378563406
1666497359.1247191;1.7499991111288888
1666497413.163494;1.6016654010737024
1666497467.222994;1.6333315972764748
1666497521.2323942;1.6249976893234854
1666497575.1339443;1.5866636668016638
1666497629.2025943;1.5883295192986564
1666497683.2328691;1.6599952364028907
1666497737.2437942;1.65166080770364
1666497791.1527693;1.6233262227910894
1666497845.1943192;1.7449914712563996
1666497899.1324942;1.7566565426917737
1666497953.1241693;1.7083214266905198
1666498007.244544;1.7199861128471188
1666498061.2128942;1.6416505907572878
1666498115.0946193;1.653314850018045
1666498169.1932442;1.6649788802277756
1666498223.0938692;1.6866426709862963
1666498277.1341193;1.7883062118949202
1666498331.1040192;1.6799694925565218
1666498385.1037693;1.6416325025756022
1666498439.242294;1.7432952315583552
1666498493.0926442;1.6549576691127292
1666498547.2046692;1.666619804848495
1666498601.1747441;1.7182816283773095
1666498655.0843942;1.7399431293127816
1666498709.213169;1.6916042972705359
1666498763.1026692;1.6932651218682773
1666498817.0926943;1.724925592725858
1666498871.2133691;1.7365856994653408
1666498925.162969;1.7982454317110632
1666498979.1844692;1.8099047790897052
1666499033.1442442;1.7415637312303496
1666499087.1027193;1.8232222777645524
1666499141.0829194;1.634880408326402
1666499195.0928442;1.6865381125525885
1666499249.1029692;1.6781953800824656
1666499303.1237943;1.8198522005581168
1666499357.162969;1.7215085636244192
1666499411.1925192;1.7831644589291091
1666499465.233669;1.7948198761228469
1666499519.1524193;1.6664748048592797
1666499573.1841693;1.8081292347951083
1666499627.1526692;1.6797831555901517
1666499681.2231941;1.78143655690741
1666499735.2047942;1.83308942841313
1666499789.2330441;1.7447417597768704
1666499843.1345193;1.7263935406715654
1666499897.2242692;1.7180447607735903
1666499951.1640441;1.6896954097628243
1666500005.1039944;1.6913454773227168
1666500059.203494;1.662994953140351
1666500113.212619;1.7746438269065081
1666500167.1837943;1.746292088315733
1666500221.212444;1.8079397270663966
1666500275.1631942;1.7095867328607621
1666500329.0939693;1.7412330954050492
1666500383.2523692;1.8128788044094972
1666500437.1842442;1.67452384958843
1666500491.1224442;1.7661682206603209
1666500545.2537942;1.6778119073478552
1666500599.1530693;1.7794548993779973
1666500653.0831194;1.811097186482052
1666500707.1423943;1.8127387583957308
