unix_seconds;temperature
1666439019.3761468;4.083340363200107
1666438712.656147;4.061456031336608
1666438848.736147;4.167597297144329
1666438956.736147;4.1776741182929245
1666439148.976147;4.093767954415156
1666439129.5361469;4.160926229100079
1666439326.0961468;4.204656162983158
1666439025.8561468;4.2538584851670525
1666439285.0561469;4.301297689569284
1666439289.3761468;4.334222157980525
1666439440.5761468;4.442899266368628
1666439347.696147;4.443549939430826
1666439557.216147;4.498006319015591
1666439375.776147;4.621773874471894
1666439628.496147;4.566001800883987
1666439561.5361469;4.638925941223683
1666439630.656147;4.608045154518934
1666439974.0961468;4.654986190827777
1666439717.0561469;4.803334912693245
1666439807.776147;4.798402303412055
1666439982.736147;4.792905492103763
1666440054.016147;4.774613484055399
1666439831.5361469;4.840639932699004
1666440034.5761468;4.819794138782943
1666440336.976147;4.9057841968133244
1666440365.0561469;4.955699470713135
1666440099.3761468;4.949846402561396
1666440347.776147;4.950896192444424
1666440282.976147;4.956536238240704
1666440233.2961469;4.97946895238014
1666440572.416147;4.984349330466334
1666440384.496147;5.0054031927921105
1666440442.8161469;5.004394981426719
1666440650.176147;5.00263037334331
1666440656.656147;5.013389883919784
1666440848.896147;5.007982024939112
1666440855.3761468;5.0038981066901
1666440652.3361468;4.990636319848576
1666441017.3761468;4.988886570450341
1666440991.456147;4.966430545770039
1666441058.416147;4.930858112676895
1666441149.136147;4.9640424432638
1666441270.0961468;4.946418306094888
1666441008.736147;4.866807347188593
1666441099.456147;4.923049107080837
1666441194.496147;4.878733999484678
1666441272.256147;4.782307253902921
1666441220.416147;4.8605718224123
1666441332.736147;4.797588782118025
1666441661.0561469;4.794347512506451
1666441412.656147;4.747083843069272
1666441397.5361469;4.677959962350427
1666441799.2961469;4.596263191002749
1666441637.2961469;4.6331576153796155
1666441620.016147;4.620629652417171
1666441861.936147;4.5654818979404395
1666442060.656147;4.492620816859178
1666441954.8161469;4.395506688232865
1666441948.3361468;4.31559831018364
1666441961.2961469;4.415992220848351
1666442168.656147;4.293504836532359
1666441937.5361469;4.273616760264642
1666442064.976147;4.132779055505868
1666442393.2961469;4.1788695748185525
1666442350.0961468;4.152410103203756
1666442317.696147;4.114585224005932
1666442272.3361468;4.126532313723336
1666442496.976147;3.907612309411948
1666442365.216147;3.902601102840566
1666442561.776147;3.948457466198685
1666442600.656147;3.956553014606479
1666442687.0561469;3.6901088278273844
1666442749.696147;3.7256521867630883
1666442782.0961468;3.7247438939870485
1666442920.3361468;3.6560862421471074
1666442851.216147;3.7044348853144595
1666442790.736147;3.614561813779541
1666442810.176147;3.5536197210912204
1666443240.016147;3.4713786527266075
1666443088.8161469;3.4377630641670054
1666442995.936147;3.4503462140167565
1666443132.016147;3.393723726767399
1666443058.5761468;3.3573012069312
1666443481.936147;3.3349270678500953
1666443402.016147;3.328264625862756
1666443527.2961469;3.174617983408571
1666443319.936147;3.1731504670227264
1666443587.776147;3.132189397803924
1666443615.8561468;3.1789286456002697
1666443786.496147;3.1456978061090477
1666443855.6161468;3.1293071099508944
1666443898.8161469;3.063168594349485
1666443667.696147;3.0466174789742415
1666443652.5761468;3.0671817684197786
1666443756.256147;3.041302453060057
1666444183.936147;3.015369455561204
1666443944.176147;3.009772086232668
1666444002.496147;2.984748277622312
1666444283.2961469;3.0158923047080233
1666444177.456147;3.015226383976755
1666444032.736147;3.0011994600647958
