unix_seconds;battery
1666453927.489722;0.999925
1666453963.4901721;0.99765
1666453999.488797;0.99555
1666454035.490672;0.992075
1666454071.489547;0.9909
1666454107.489947;0.989125
1666454143.4885972;0.98675
1666454179.489897;0.9852
1666454215.490572;0.981675
1666454251.489622;0.98055
1666454287.489022;0.978675
1666454323.489422;0.977425
1666454359.489097;0.97405
1666454395.489572;0.97365
1666454431.489847;0.9703499999999999
1666454467.488547;0.968425
1666454503.490247;0.966425
1666454539.488472;0.9648249999999999
1666454575.490322;0.963025
1666454611.4894722;0.9608249999999999
1666454647.489072;0.9582499999999999
1666454683.490422;0.9559249999999999
1666454719.488647;0.954125
1666454755.489372;0.95175
1666454791.4896472;0.95185
1666454827.4901721;0.948025
1666454863.490247;0.946275
1666454899.489622;0.9446
1666454935.4894722;0.9436749999999999
1666454971.490222;0.9416749999999999
1666455007.488647;0.9392999999999999
1666455043.488722;0.9355
1666455079.488447;0.9341999999999999
1666455115.490272;0.9327249999999999
1666455151.4906971;0.93195
1666455187.4892972;0.92905
1666455223.490447;0.926875
1666455259.490722;0.923825
1666455295.489872;0.9234249999999999
1666455331.488972;0.921175
1666455367.4898221;0.9179249999999999
1666455403.490247;0.915825
1666455439.489922;0.9145500000000001
1666455475.489547;0.9133
1666455511.488622;0.911375
1666455547.488647;0.9091750000000001
1666455583.489922;0.906475
1666455619.488297;0.9049
1666455655.489547;0.903575
1666455691.489372;0.901575
1666455727.490722;0.899875
1666455763.488497;0.895975
1666455799.489872;0.895225
1666455835.489047;0.891725
1666455871.490047;0.89035
1666455907.4884222;0.88875
1666455943.490022;0.8862
1666455979.490772;0.885525
1666456015.488697;0.883925
1666456051.490597;0.8797
1666456087.489322;0.879375
1666456123.490622;0.876025
1666456159.489522;0.8754
1666456195.490647;0.8738
1666456231.489922;0.871925
1666456267.489522;0.8687
1666456303.489372;0.867875
1666456339.489422;0.864575
1666456375.488622;0.863375
1666456411.490597;0.8606
1666456447.490647;0.858575
1666456483.490147;0.85665
1666456519.489897;0.85495
1666456555.4883971;0.8519
1666456591.489947;0.8509
1666456627.490597;0.8498249999999999
1666456663.490572;0.846425
1666456699.488672;0.844625
1666456735.4883971;0.843325
