unix_seconds;pressure
1666438252.441906;2.746700266193558
1666438306.441906;2.872614740130913
1666438360.441906;2.8975474749890373
1666438414.441906;2.82593076021975
1666438468.441906;2.7170958799556844
1666438522.441906;2.6064230657951084
1666438576.441906;2.6158085153916235
1666438630.441906;2.702726824523752
1666438684.441906;2.834240030928263
1666438738.441906;2.899425625478725
1666438792.441906;2.845179256075925
1666438846.441906;2.7350936717849854
1666438900.441906;2.631438519750559
1666438954.441906;2.608369029093102
1666439008.441906;2.6795068690016897
1666439062.441906;2.7969997125578696
1666439116.441906;2.895029233660043
1666439170.441906;2.8738190812943345
1666439224.441906;2.7640911366954106
1666439278.441906;2.644416594410724
1666439332.441906;2.600356933352975
1666439386.441906;2.65698639046517
1666439440.441906;2.7730206050762716
1666439494.441906;2.875815283407669
1666439548.441906;2.889290832352557
1666439602.441906;2.7977113549751476
1666439656.441906;2.686755944177988
1666439710.441906;2.604575204979644
1666439764.441906;2.630980569914622
1666439818.441906;2.751269012410713
1666439872.441906;2.860527407623393
1666439926.441906;2.898644474381484
1666439980.441906;2.8398580277319536
1666440034.441906;2.71221842822569
1666440088.441906;2.6224548122529536
1666440142.441906;2.6068644796692118
1666440196.441906;2.7086678662412766
1666440250.441906;2.8363940867882778
1666440304.441906;2.8997382959095326
1666440358.441906;2.8575969319380015
1666440412.441906;2.748050054924537
1666440466.441906;2.6283431011821548
1666440520.441906;2.6023721478492567
1666440574.441906;2.678246989645239
1666440628.441906;2.79749232152865
1666440682.441906;2.893269449439593
1666440736.441906;2.889781793835728
1666440790.441906;2.7955615401662546
1666440844.441906;2.6663815760326552
1666440898.441906;2.6000345391356214
1666440952.441906;2.649478914002183
1666441006.441906;2.7735333449743957
1666441060.441906;2.8632326552933107
1666441114.441906;2.894700063023971
1666441168.441906;2.830722280881919
1666441222.441906;2.6880563642835695
1666441276.441906;2.608445268697472
1666441330.441906;2.624677017625564
1666441384.441906;2.7351623592236924
1666441438.441906;2.8582137961063747
1666441492.441906;2.8993517923977374
1666441546.441906;2.844651953753083
1666441600.441906;2.738599060845505
1666441654.441906;2.62186942687713
1666441708.441906;2.60910228662129
1666441762.441906;2.6815728255002846
1666441816.441906;2.8102366539243526
1666441870.441906;2.898301747839979
1666441924.441906;2.8709101951501452
1666441978.441906;2.748281010079026
1666442032.441906;2.6550528039984567
1666442086.441906;2.6002149370443672
1666442140.441906;2.6591840071739
1666442194.441906;2.7801853821064384
1666442248.441906;2.8876135909243414
1666442302.441906;2.8920178152688263
1666442356.441906;2.787424327985849
1666442410.441906;2.665702863996702
1666442464.441906;2.600389491831853
1666442518.441906;2.6416741213921417
1666442572.441906;2.754349390300636
1666442626.441906;2.8624876865435605
1666442680.441906;2.8983584345999005
1666442734.441906;2.819370462674136
1666442788.441906;2.7063661652191575
1666442842.441906;2.6104073303167508
1666442896.441906;2.612207968569379
1666442950.441906;2.7084573619469694
1666443004.441906;2.843302840982264
1666443058.441906;2.8998706018829683
1666443112.441906;2.8465635890857737
1666443166.441906;2.7252822812331563
1666443220.441906;2.623498256983777
1666443274.441906;2.6016982521600216
1666443328.441906;2.6701646820954363
1666443382.441906;2.793567787653373
1666443436.441906;2.8946787079812704
1666443490.441906;2.883885811642257
1666443544.441906;2.7836237977210905
1666443598.441906;2.6526969023349016
1666443652.441906;2.6001260573399834
1666443706.441906;2.6560479408002724
1666443760.441906;2.7795180316694785
1666443814.441906;2.8807076952376565
1666443868.441906;2.889948710566802
1666443922.441906;2.8154742258081775
1666443976.441906;2.6821688630152276
1666444030.441906;2.6065944076365026
1666444084.441906;2.6316225302571876
1666444138.441906;2.7385302341792808
1666444192.441906;2.858477267269728
1666444246.441906;2.8991495000050103
1666444300.441906;2.848604953976092
1666444354.441906;2.7050104750879043
1666444408.441906;2.6136075848662115
1666444462.441906;2.6138873757109824
1666444516.441906;2.69046192836531
1666444570.441906;2.832927265764112
1666444624.441906;2.8986935237482014
1666444678.441906;2.8689701314016065
1666444732.441906;2.7489500085749783
1666444786.441906;2.640436867281152
1666444840.441906;2.6019659261824324
1666444894.441906;2.6683267824740105
1666444948.441906;2.8100883056637844
1666445002.441906;2.8889238484320803
1666445056.441906;2.885825057393803
1666445110.441906;2.777093393400498
1666445164.441906;2.650493925638581
1666445218.441906;2.6018575628851877
1666445272.441906;2.6541268517076584
1666445326.441906;2.767441429591361
1666445380.441906;2.8721411337894267
1666445434.441906;2.8964621285551786
1666445488.441906;2.807200098662076
1666445542.441906;2.6957997708146517
1666445596.441906;2.6042339185295083
1666445650.441906;2.623374288740953
1666445704.441906;2.7374029096280625
1666445758.441906;2.8493420726188594
1666445812.441906;2.8999637014640762
1666445866.441906;2.840162785647434
1666445920.441906;2.715353754115975
1666445974.441906;2.627638113356145
1666446028.441906;2.604340735729314
1666446082.441906;2.680773163755104
1666446136.441906;2.8146010249899067
1666446190.441906;2.897367656060199
1666446244.441906;2.862739348509752
1666446298.441906;2.76937667424919
1666446352.441906;2.646401339363428
1666446406.441906;2.600416520907334
1666446460.441906;2.6645230886265487
1666446514.441906;2.797984361880559
1666446568.441906;2.883308816538416
1666446622.441906;2.891774642000866
1666446676.441906;2.7906106545318505
1666446730.441906;2.6723939975781708
1666446784.441906;2.6010094518335203
1666446838.441906;2.6309385710637327
1666446892.441906;2.760491427100626
1666446946.441906;2.870327051649224
1666447000.441906;2.899156824489862
1666447054.441906;2.8402730789970687
1666447108.441906;2.708956334945381
1666447162.441906;2.614524516201682
1666447216.441906;2.6183797995458176
1666447270.441906;2.7173212657165293
1666447324.441906;2.8495060743614187
1666447378.441906;2.8999931744445804
1666447432.441906;2.863519473928746
1666447486.441906;2.7252822812331576
1666447540.441906;2.62309681049672
1666447594.441906;2.60607690412373
1666447648.441906;2.691830651459388
1666447702.441906;2.808923412524371
1666447756.441906;2.8933376908308057
1666447810.441906;2.870334183351431
1666447864.441906;2.760353705675381
1666447918.441906;2.642202563848997
1666447972.441906;2.600516378453598
1666448026.441906;2.6536132723159507
1666448080.441906;2.767372868417501
1666448134.441906;2.8740725306489763
1666448188.441906;2.8919471665021503
1666448242.441906;2.8060138485510446
1666448296.441906;2.6720784338142534
1666448350.441906;2.6057845931894734
1666448404.441906;2.6347265110367335
1666448458.441906;2.7263185243798516
1666448512.441906;2.8539236257566114
1666448566.441906;2.899851239951927
1666448620.441906;2.845863961421009
1666448674.441906;2.700738537528952
1666448728.441906;2.6153426165055262
1666448782.441906;2.617628834209646
1666448836.441906;2.6907374031586384
1666448890.441906;2.8231976163681622
1666448944.441906;2.896249855097351
1666448998.441906;2.858740038682725
1666449052.441906;2.7555487337616773
1666449106.441906;2.641674121392141
1666449160.441906;2.6006493173510523
1666449214.441906;2.68156219610517
1666449268.441906;2.7960671396864973
1666449322.441906;2.8836877198768875
1666449376.441906;2.884458519160551
1666449430.441906;2.7781254512783313
1666449484.441906;2.6506062185961534
1666449538.441906;2.600001545742275
1666449592.441906;2.6536661728170525
1666449646.441906;2.753830555985343
1666449700.441906;2.8740270076023067
1666449754.441906;2.892775744158517
1666449808.441906;2.8098242622459746
1666449862.441906;2.7008689562956687
1666449916.441906;2.6099973746185854
1666449970.441906;2.621636031581666
1666450024.441906;2.7332232311686955
1666450078.441906;2.856959548659566
1666450132.441906;2.8992802762955807
1666450186.441906;2.840402360638221
1666450240.441906;2.7246108750070492
1666450294.441906;2.620410818758711
1666450348.441906;2.6081500915904576
1666450402.441906;2.6914906784025208
1666450456.441906;2.81064850347325
1666450510.441906;2.897168200483328
1666450564.441906;2.8748644332439626
1666450618.441906;2.7605721997175445
1666450672.441906;2.654820743924077
1666450726.441906;2.600148760048073
1666450780.441906;2.671300636013318
1666450834.441906;2.797415507872644
1666450888.441906;2.883989799450587
1666450942.441906;2.8846269574367294
1666450996.441906;2.80802004270466
1666451050.441906;2.66336084292271
1666451104.441906;2.6011163702404243
