unix_seconds;pressure
1666496963.2129478;1.6066666666666665
1666497017.052623;1.7483333315972227
1666497071.153148;1.5699999861111285
1666497125.172598;1.6916666197917984
1666497179.203423;1.743333222222778
1666497233.082173;1.6749997829878067
1666497287.171723;1.6066662916708851
1666497341.113948;1.5883327378563405
1666497395.063448;1.7499991111288888
1666497449.193173;1.6616654010737024
1666497503.121848;1.6733315972764748
1666497557.2031229;1.7649976893234856
1666497611.0525231;1.5866636668016638
1666497665.2234478;1.6983295192986565
1666497719.133073;1.7699952364028908
1666497773.172173;1.7816608077036402
1666497827.071898;1.7433262227910895
1666497881.073173;1.7249914712563996
1666497935.092323;1.7066565426917737
1666497989.111898;1.6183214266905197
1666498043.152373;1.7299861128471188
1666498097.223548;1.7216505907572879
1666498151.232848;1.603314850018045
1666498205.233873;1.7549788802277757
1666498259.213398;1.6466426709862962
1666498313.222723;1.60830621189492
1666498367.053173;1.779969492556522
1666498421.143223;1.6316325025756022
1666498475.042948;1.8032952315583552
1666498529.173748;1.6549576691127292
1666498583.211823;1.616619804848495
1666498637.052498;1.7982816283773095
1666498691.2018979;1.7299431293127816
1666498745.082448;1.6516042972705358
1666498799.132348;1.6632651218682772
1666498853.1829479;1.784925592725858
1666498907.073273;1.6565856994653407
1666498961.1839728;1.648245431711063
1666499015.2238228;1.719904779089705
1666499069.123423;1.7515637312303496
1666499123.053548;1.7232222777645523
1666499177.214223;1.644880408326402
1666499231.091773;1.7965381125525886
1666499285.092248;1.6481953800824656
1666499339.173023;1.6698522005581167
1666499393.113548;1.7315085636244192
1666499447.073698;1.8331644589291092
1666499501.051948;1.7548198761228468
1666499555.092398;1.7064748048592797
1666499609.091773;1.8381292347951084
1666499663.1736479;1.7697831555901518
1666499717.0628731;1.6514365569074099
1666499771.193723;1.68308942841313
1666499825.2022479;1.7447417597768704
1666499879.162823;1.7863935406715654
1666499933.123348;1.7880447607735903
1666499987.153423;1.6696954097628243
1666500041.153498;1.7613454773227168
1666500095.0530481;1.732994953140351
1666500149.122373;1.8346438269065082
1666500203.083173;1.746292088315733
1666500257.093848;1.8379397270663966
1666500311.073798;1.7695867328607622
1666500365.073623;1.6812330954050492
1666500419.104073;1.8328788044094972
1666500473.173423;1.7845238495884301
1666500527.092048;1.866168220660321
1666500581.133548;1.7178119073478553
1666500635.103523;1.7094548993779972
1666500689.0619981;1.711097186482052
1666500743.131748;1.7927387583957308
1666500797.103648;1.7743796048592138
1666500851.143773;1.7860197156172162
1666500905.091948;1.8576590804190511
1666500959.073548;1.839297689018694
1666501013.153548;1.8609355311748466
1666501067.162723;1.7825725966510004
1666501121.072073;1.7242088752155016
1666501175.122273;1.8658443566416147
1666501229.2136729;1.847479030707586
1666501283.163823;1.8191128871967077
1666501337.2320478;1.820745915897382
1666501391.154048;1.7123781066031853
1666501445.122748;1.7040094491129305
1666501499.223198;1.855639933230733
