unix_seconds;battery
1666462677.351663;0.998025
1666462713.349813;0.99765
1666462749.350513;0.994725
1666462785.350363;0.993925
1666462821.350063;0.990825
1666462857.350213;0.988375
1666462893.3497632;0.9876
1666462929.351113;0.984875
1666462965.3502882;0.98275
1666463001.351463;0.9803
1666463037.349713;0.97765
1666463073.3513381;0.97575
1666463109.3495631;0.9758
1666463145.350213;0.972275
1666463181.350188;0.9695
1666463217.351088;0.9682
1666463253.3502882;0.967725
1666463289.350413;0.964525
1666463325.350538;0.9631
1666463361.351038;0.9599249999999999
1666463397.350688;0.95915
1666463433.350213;0.957475
1666463469.351763;0.95485
1666463505.351763;0.952525
1666463541.351813;0.9505
1666463577.351988;0.9495
1666463613.3501132;0.9472499999999999
1666463649.350513;0.94405
1666463685.351563;0.9429749999999999
1666463721.350038;0.9401999999999999
1666463757.351113;0.939375
1666463793.349513;0.9375749999999999
1666463829.350363;0.9359249999999999
1666463865.350388;0.9316
1666463901.350213;0.9316749999999999
1666463937.350863;0.929975
1666463973.3496132;0.92645
1666464009.3508382;0.924725
1666464045.349488;0.9229499999999999
1666464081.350738;0.9218
1666464117.350363;0.918075
1666464153.3497381;0.9177000000000001
1666464189.350413;0.915925
1666464225.351638;0.9137500000000001
1666464261.3513632;0.9113
1666464297.3497632;0.909875
1666464333.3495882;0.906825
1666464369.350438;0.905725
1666464405.351313;0.902425
1666464441.349488;0.900625
1666464477.351638;0.899625
1666464513.351788;0.897725
1666464549.350913;0.8941
1666464585.350688;0.8927
1666464621.3511631;0.889725
1666464657.350163;0.8888
1666464693.350238;0.886525
1666464729.3500881;0.88475
1666464765.351613;0.88325
1666464801.3497882;0.881925
1666464837.349813;0.87775
1666464873.351063;0.876775
1666464909.351388;0.874225
1666464945.350263;0.87385
1666464981.349688;0.8704
1666465017.3497632;0.869625
1666465053.3510132;0.8679
1666465089.3497381;0.8635
1666465125.350013;0.863325
1666465161.3516881;0.86095
1666465197.349838;0.858625
1666465233.350513;0.8563
1666465269.351288;0.854375
1666465305.3511631;0.852625
1666465341.350913;0.850425
1666465377.351613;0.848025
1666465413.3511631;0.84565
1666465449.3497632;0.8453999999999999
1666465485.3515131;0.8438749999999999
1666465521.350038;0.8402
1666465557.3496132;0.83905
1666465593.351938;0.836
1666465629.3508132;0.83555
1666465665.350913;0.832425
1666465701.350688;0.8316749999999999
1666465737.3506632;0.829425
1666465773.3499632;0.827225
1666465809.351788;0.826
1666465845.350213;0.823075
1666465881.350588;0.8196749999999999
1666465917.351738;0.8195749999999999
1666465953.351763;0.8162999999999999
1666465989.349638;0.815075
1666466025.350513;0.813375
1666466061.3497632;0.8098500000000001
1666466097.3499382;0.809725
1666466133.349538;0.807525
1666466169.3499632;0.8036000000000001
1666466205.351613;0.8031250000000001
1666466241.350588;0.8002250000000001
1666466277.349488;0.79835
1666466313.3516881;0.797975
1666466349.3517132;0.794825
1666466385.3518882;0.791675
1666466421.349663;0.79095
1666466457.3518882;0.7895000000000001
1666466493.351213;0.785725
1666466529.349688;0.78535
1666466565.3499131;0.7817500000000001
1666466601.351838;0.78095
1666466637.3511882;0.77785
1666466673.3509881;0.776575
1666466709.351463;0.7756000000000001
1666466745.351113;0.7716500000000001
1666466781.3508382;0.771375
1666466817.351813;0.768725
1666466853.3518631;0.766875
1666466889.351063;0.764875
1666466925.349513;0.763275
1666466961.3499131;0.7610750000000001
1666466997.350913;0.759825
1666467033.350388;0.756675
1666467069.349863;0.75415
1666467105.351038;0.752075
1666467141.351313;0.75155
1666467177.350688;0.74985
1666467213.3496132;0.746225
1666467249.351638;0.744925
1666467285.350013;0.7421
1666467321.349888;0.74115
1666467357.3518631;0.73865
1666467393.349988;0.736475
1666467429.351488;0.73505
1666467465.3506632;0.73325
1666467501.351488;0.730225
1666467537.349663;0.727625
1666467573.349663;0.72725
1666467609.3499131;0.72485
1666467645.350188;0.723775
1666467681.351463;0.7213499999999999
1666467717.350788;0.71815
1666467753.350588;0.7158
1666467789.351463;0.714225
1666467825.350763;0.712175
1666467861.350738;0.711375
1666467897.349888;0.70915
1666467933.350763;0.7062999999999999
1666467969.349663;0.70355
1666468005.350188;0.703375
1666468041.350263;0.7014499999999999
1666468077.3518631;0.699075
1666468113.350613;0.6963999999999999
1666468149.350213;0.695125
1666468185.3509881;0.6933499999999999
1666468221.350338;0.69175
1666468257.3516881;0.689225
1666468293.350738;0.686275
1666468329.351788;0.6846249999999999
1666468365.351238;0.682075
1666468401.349988;0.6799499999999999
1666468437.3497381;0.6784499999999999
1666468473.350063;0.67555
