unix_seconds;temperature
1666423179.4920561;1.5
1666423197.4920561;1.5044993250303742
1666423215.4920561;1.5089946009719166
1666423233.4920561;1.5134817823797015
1666423251.4920561;1.517956831093338
1666423269.4920561;1.5224157198710397
1666423287.4920561;1.5268544360138736
1666423305.4920561;1.5312689849769148
1666423323.4920561;1.53565539396407
1666423341.4920561;1.5400097155033248
1666423359.4920561;1.544328030999201
1666423377.4920561;1.5486064542592304
1666423395.4920561;1.5528411349912634
1666423413.4920561;1.5570282622684744
1666423431.4920561;1.5611640679589354
1666423449.4920561;1.5652448301166846
1666423467.4920561;1.5692668763312225
1666423485.4920561;1.5732265870324362
1666423503.4920561;1.577120398747967
1666423521.4920561;1.5809448073100953
1666423539.4920561;1.5846963710092554
1666423557.4920561;1.5883717136913407
1666423575.4920561;1.5919675277960152
1666423593.4920561;1.5954805773332952
1666423611.4920561;1.5989077007957209
1666423629.4920561;1.6022458140035
1666423647.4920561;1.6054919128800615
1666423665.4920561;1.6086430761555213
1666423683.4920561;1.6116964679956292
1666423701.4920561;1.6146493405538256
1666423719.4920561;1.6174990364441226
1666423737.4920561;1.6202429911325666
1666423755.4920561;1.6228787352451497
1666423773.4920561;1.6254038967900781
1666423791.4920561;1.6278162032924044
1666423809.4920561;1.6301134838391027
1666423827.4920561;1.632293671032742
1666423845.4920561;1.6343548028520072
1666423863.4920561;1.6362950244173824
1666423881.4920561;1.6381125896604203
1666423899.4920561;1.639805862895084
1666423917.4920561;1.6413733202897547
1666423935.4920561;1.6428135512385775
1666423953.4920561;1.644125259630911
1666423971.4920561;1.6453072650177396
1666423989.4920561;1.6463585036739987
1666424007.4920561;1.6472780295558538
1666424025.4920561;1.6480650151520777
1666424043.4920561;1.6487187522287532
1666424061.4920561;1.6492386524666371
1666424079.4920561;1.6496242479906083
1666424097.4920561;1.6498751917907213
1666424115.4920561;1.649991258034495
1666424133.4920561;1.6499723422701438
1666424151.4920561;1.6498184615205789
1666424169.4920561;1.6495297542680878
1666424187.4920561;1.6491064803297113
1666424205.4920561;1.648549020623424
1666424223.4920561;1.647857876825333
1666424241.4920561;1.6470336709182067
1666424259.4920561;1.6460771446317293
1666424277.4920561;1.6449891587749947
1666424295.4920561;1.6437706924618372
1666424313.4920561;1.6424228422296947
1666424331.4920561;1.6409468210527987
1666424349.4920561;1.6393439572505804
1666424367.4920561;1.6376156932922714
1666424385.4920561;1.6357635844987803
1666424403.4920561;1.6337892976430068
1666424421.4920561;1.6316946094498617
1666424439.4920561;1.629481404997331
1666424457.4920561;1.6271516760200355
1666424475.4920561;1.6247075191168023
1666424493.4920561;1.6221511338638694
1666424511.4920561;1.619484820835413
1666424529.4920561;1.6167109795331882
1666424547.4920561;1.6138321062271384
1666424565.4920561;1.6108507917089205
1666424583.4920561;1.607769718960369
1666424601.4920561;1.6045916607389907
1666424619.4920561;1.6013194770826726
1666424637.4920561;1.5979561127358397
1666424655.4920561;1.5945045944993839
1666424673.4920561;1.5909680285067471
1666424691.4920561;1.587349597428612
1666424709.4920561;1.5836525576087126
1666424727.4920561;1.5798802361333433
1666424745.4920561;1.5760360278372079
1666424763.4920561;1.5721233922482971
1666424781.4920561;1.5681458504745458
1666424799.4920561;1.5641069820350744
